id,source_index,name,class,weapon,families,compatibility_status,level,ap_cost,ap_cap,ap_completeness,solver_compatible,median_id_skillpoints_feasible,source_url,current_builder_url,atree_warning,local_error
nori-archer-freedom-7d0aa7f51b0c,66,Morph-Freedom Bolt Equivalent,Archer,Freedom,spell_sustained,broken_current_atree,106,17,45,0.37777777777777777,false,true,https://wynnbuilder.github.io/builder/#CM0AKWz4CF1IKm05C0G15am0ecHbJYW51W-XlFCFO-3,https://wynnbuilder.github.io/builder/#CX0AKWz4CF1IKm05C0G15am0ecJAd41B2Gr+7++m0,ATree Error!Bryophyte Roots: Trapper: 0 < 1Basaltic Trap: not reachableArrow Wall: not reachableImplosion: not reachableCheaper Arrow Storm I: not reachable... 1 errors not shown,
nori-shaman-sunstar-ff91a3647fe0,67,Panic Zealot Tstack,Shaman,Sunstar,tierstack,current_load_failure,,,,0,false,,https://wynnbuilder.github.io/builder/#CM06WsT20WY6xESQsT6sXw4Ae00EYmjeVWd0WA1WsBRisijH7,https://wynnbuilder.github.io/builder/#CM06WsT20WY6xESQsT6sXw4Ae00EYmjeVWd0WA1WsBRisijH7,,Cannot read bit outside the range of the BitVector. (55 > 55)
nori-shaman-hadal-b68d6f7981b1,68,Hadal Acolyte,Shaman,Hadal,unclassified,migrated_incomplete_atree,,35,45,0.7777777777777778,false,,https://wynnbuilder.github.io/builder/#CM0e16TGmDgEfJ6TurCwHGBYRIQoqHQoq1SY441j8k9f9J7f9J7m9I05TWR1eQ6v1w20t10QlNpRxXE3,https://wynnbuilder.github.io/builder/#CX0e1EvWWxawaEva3lcJU4qYucacCTacCT0d81HGBYRIQoqHQoq1SY4GH7uM0gcJy0T1Wx0GrQlNpRx,,decodeCraft is not defined
nori-shaman-olympic-24d0b194b61a,69,Olympic Lootrun,Shaman,Olympic,lootrun,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0oqsT+q0vMxEOQsT2nG86+mW76krip3q60fV+zTUJ5,https://wynnbuilder.github.io/builder/#CX0oq6wyf1oj6wWfPeJ862nm76ymmjcXy0j1mg1,,
nori-shaman-absolution-fe56cbc3fa0e,70,Rainbow Absolution,Shaman,Absolution,support,broken_current_atree,106,27,45,0.6,false,false,https://wynnbuilder.github.io/builder/#CM0vAWQ6uY3XQsvO0030Ki39CCf1s30Ul-PxXEf4,https://wynnbuilder.github.io/builder/#CX0vAWQ6uY3XQ6on0060eO7IOOI3i70Lxz+dj72,ATree Error!Frog Dance: Ritualist: 3 < 4Artist's Immersion: not reachableTotemic Shatter: not reachableMasquerade: Ritualist: 3 < 4Vengeful Spirit: not reachable,
nori-shaman-aftershock-e6efef7dc125,71,Arbalest Uproot Spam ETA,Shaman,Aftershock,spell_sustained,broken_current_atree,106,44,45,0.9777777777777777,false,true,https://wynnbuilder.github.io/builder/#CM0CuWM38Y3uQmKEco1y3Qd0XW5E+30wtWll7le0,https://wynnbuilder.github.io/builder/#CX0CuWM38Y3uQmKEco1y3Qd0XW5Sy70LhV3++UyY2,ATree Error!Tribal Chants: Ritualist: 0 < 8,
nori-shaman-olympic-15adc4dc6a07,72,Olympic Summoner,Shaman,Olympic,lootrun,broken_current_atree,106,44,45,0.9777777777777777,false,true,https://wynnbuilder.github.io/builder/#CM0vAs574SxwZHjTzX9skJ862nG15ammjcNnbtR+fF7lX0,https://wynnbuilder.github.io/builder/#CX0vA6AE8u6gF6r6gFCn6w4YXGCKG19CShfcuMjtR+fF7lX0,"ATree Error!Seeking Totem: missing dep: ""Mystic Masks""",
nori-shaman-toxoplasmosis-495dfc7024e0,73,Mob Grind Toxo,Shaman,toxoplasmosis,unclassified,migrated_incomplete_atree,,0,45,0,false,,https://wynnbuilder.github.io/builder/#CM0Pumd6HGEYMYVXMYVXM2RY482oHqIyBqIyBqI8Ja0W024Gmx92oHyIWByIWByIYJa0wrSvoxFVVthK0,https://wynnbuilder.github.io/builder/#CX0Pumd6HGEYMYVXMYVXM2RY482oHqIyBqIyBqI8Ja0W024Gmx92oHyIWByIWByIYJa0wranjQ0,,decodeCraft is not defined
nori-shaman-aftershock-6039e9207ebb,74,Ashock Tstack,Shaman,Aftershock,tierstack|melee,migrated_incomplete_atree,,0,45,0,false,,https://wynnbuilder.github.io/builder/#CMG4OaSOaZKZWNKQec81GhX8u9v99DnIf6vEXDH2Wl6H0RYR2RYRIK2d2SY4028ylH66gqiW7uB0Wq0uz+EjKsq810,https://wynnbuilder.github.io/builder/#CXG4OaSOaZKZWNKQec81GhX8u9v99DnIf6vEXDH2Wl6H0RYR2RYRIK2d2SY4028ylH66gqi0FmN00f1KD,,decodeCraft is not defined
nori-shaman-resonance-2e7f0e898dd1,75,EHP Resonance Crabs Acolyte,Shaman,Resonance,spell_sustained|support,current_load_failure,121,,,0,false,false,https://wynnbuilder.github.io/builder/#CM0A6WQ6Om3XQGoDM0HnEamW8lHr3i50460qUjiPxnE7,https://wynnbuilder.github.io/builder/#CM0A6WQ6Om3XQGoDM0HnEamW8lHr3i50460qUjiPxnE7,,
nori-shaman-sunstar-46ea4147f6a5,76,Sunstar Tstack,Shaman,Sunstar,tierstack,current_load_failure,,,,0,false,,https://wynnbuilder.github.io/builder/#CM0iuWM3uG1+QGr2gMG15omGkcBUWp0Gu0WtZTOTjrSQ,https://wynnbuilder.github.io/builder/#CM0iuWM3uG1+QGr2gMG15omGkcBUWp0Gu0WtZTOTjrSQ,,Cannot read bit outside the range of the BitVector. (55 > 55)
nori-shaman-immolation-625e2028c75b,77,Immolation Summoner Spellsteal,Shaman,immolation,spellsteal|spell_sustained,broken_current_atree,106,34,45,0.7555555555555555,false,true,https://wynnbuilder.github.io/builder/#CG0m-W5Gy+3SQW10oZH15MbnFkNvb+DvxTyc2,https://wynnbuilder.github.io/builder/#CX0m-W5Gy+3SQW10oZH15MbnFkQoRrwtaltnRA0,"ATree Error!Haunting Memory: Ritualist: 1 < 3Larger Blood Pool: missing dep: ""Sacrificial Shrine""Lashing Lance: not reachableTribal Chants: Ritualist: 1 < 8Vengeful Spirit: not reachable",
nori-shaman-olympic-dc6527b89c44,78,Handheld Mortar Ritualist Tierstack ETFA,Shaman,Olympic,tierstack,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0T90s1Cn3OVWw4gMmq2AGGBlNvvD0mxbDMBRBa7,https://wynnbuilder.github.io/builder/#CX0T90s1Cn3OVWw4gMmq2AGGBlQopR0eQ0,,
nori-shaman-sunstar-8eb4025e8e57,79,Sunstar Summoner TFA,Shaman,Sunstar,spellsteal|spell_sustained,broken_current_atree,106,46,45,1.0222222222222221,false,true,https://wynnbuilder.github.io/builder/#CM0m-kSi0YEWNEvJkSc2mK0G5mv4orSnH01R1G-JrFOUXU0,https://wynnbuilder.github.io/builder/#CX0m-ouO14T0puaF9ZpK0c20g0EdGkcCS4GmM0Lh-fw7ClGF0,ATree Error!too many ability points assigned! (46 > 45),
nori-shaman-absolution-62d99c13b78f,80,Phlebotomy Acolyte Level-Scale,Shaman,Absolution,spell_sustained,broken_current_atree,,18,34,0.5294117647058824,false,,https://wynnbuilder.github.io/builder/#CMG4SqSq8r4U8r4UyN81YWZcZ6fcm3fcmZv29G44U4U4U4U4U4USO818Ee8mCPsGGHGHGHGfoG2Y0paP31515151bA3982CJcD4K4K4K4KUBaW8mCPsGGHGHGHGXmG2GetbJB0OGj7SZMxC,https://wynnbuilder.github.io/builder/#CXG4SqSq8r4U8r4UyN81YWZcZ6fcm3fcmZv29G44U4U4U4U4U4USO818Ee8mCPsGGHGHGHGfoG2Y0paP31515151bA3982CJcD4K4K4K4KUBaW8mCPsGGHGHGHGXmG2GeN6dM0mWQFu6j2,"ATree Error!Frog Dance: missing dep: ""Mystic Masks""Artist's Immersion: missing dep: ""Mystic Masks""Masquerade: Ritualist: 0 < 4Vengeful Spirit: not reachable",decodeCraft is not defined
nori-assassin-grimtrap-2c7ee8fc79b3,81,Trickshade Grimtrap,Assassin,Grimtrap,unclassified,current_functional_solver_seed,106,45,45,1,true,true,https://wynnbuilder.github.io/builder/#CM0DuG008Y3uQmKEqmH15uM0fc5kyF-zdcYkC0,https://wynnbuilder.github.io/builder/#CX0DuG008Y3uQmKEqmH15uM0fc5Shs-ytVQAwo0,,
nori-assassin-cataclysm-74e3d0dd057c,82,Cata Alternative Trickster,Assassin,Cataclysm,unclassified,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0G702kB7E1NEhL6T6emM7ylHx4sqSn3q50vzxToC-u50,https://wynnbuilder.github.io/builder/#CX0G702kCES2ouiMvap05swW-DQdmccCy0T1mg1,,
nori-assassin-nirvana-adefbd4f4dc1,83,Nirvana Acrobat Rainbow,Assassin,Nirvana,spell_sustained,broken_current_atree,106,18,45,0.4,false,false,https://wynnbuilder.github.io/builder/#CG0vAUTGmDwWi3yQMS2emM7WoX46YrCo3q50I2We0qUkqFpjn4,https://wynnbuilder.github.io/builder/#CX0vAgvWWxa3oEmhPXJ05sw0KEamGicJy0T1Wa08AGrQFNw,"ATree Error!Mirror Image: missing dep: ""Vanish""",
nori-assassin-archangel-e185c41ee1d3,84,Archangel Acrobat ETWA,Assassin,Archangel,spell_sustained|lootrun,broken_current_atree,106,46,45,1.0222222222222221,false,true,https://wynnbuilder.github.io/builder/#CM0vAsrd0SxESusrE-vsrdjECb3K1qEXCDxSK6uI0yUwVnVtXH0,https://wynnbuilder.github.io/builder/#CX0vA6gF1u6wmXResvFtGzPh3Jv0L0jJ8JpGEA3S9WgzUwVnVtXH0,ATree Error!too many ability points assigned! (46 > 45),
nori-assassin-weathered-6c5c74065ee6,85,Weathered Shade TWA,Assassin,Weathered,spell_sustained,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0vA0W2Wi3-vmyFao1g0QdmlcTEy80+7-xwVv90,https://wynnbuilder.github.io/builder/#CX0vA0W2Wi3-vmyFao1g0QdmlcXSuH0L3,,
nori-assassin-grimtrap-9525426bec52,86,Grimtrap Acrobat ETW,Assassin,Grimtrap,spell_sustained|lootrun,broken_current_atree,106,43,45,0.9555555555555556,false,true,https://wynnbuilder.github.io/builder/#CM0G7MSMeiu8YRn1UpYp28M01KEQd0fc5EA40+dxacyn3u1,https://wynnbuilder.github.io/builder/#CX0G7MuiGPXZ8k5EmRMui0Y5G0bZs9GgP1752Gr+dxacyn3u1,"ATree Error!Duplicity: blocked by: ""Wall of Smoke""Violent Vortex: not reachable",
nori-assassin-nullification-b144a882aeae,87,Nullification Acrobat,Assassin,Nullification,spell_sustained,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0Eckq7rCZ2EV9kSqsTvaSZaRKiZs9ChvAgBldvlulxm8,https://wynnbuilder.github.io/builder/#CX0EcoeFgPE9uyb8ZZskCE9t8v65xeT2pQo4rjQ0,,
nori-assassin-inferno-7aebc5abce59,88,TWF Shadetrick Inferno,Assassin,Inferno,spell_sustained,current_functional_builder_only,106,45,45,1,false,false,https://wynnbuilder.github.io/builder/#CM0vvWuaN7s9lEDkUTuW074mwWVEOryob-vTsfz3Yo0,https://wynnbuilder.github.io/builder/#CX0vvWuaQEiJgvqugc374uW0M7yp1hcQShs-yExq+1HP0,,
nori-assassin-nirvana-f71932e7e22f,89,Acrobat Nirvana,Assassin,Nirvana,lootrun,migrated_incomplete_atree,106,11,45,0.24444444444444444,false,true,https://wynnbuilder.github.io/builder/#CG0vA6T2m1ZQWNpep286e056QdGicHkqUc+5-jn0,https://wynnbuilder.github.io/builder/#CX0vAEv4W36r0lcJEBWOW2KOeT2nQEnjQjd9,,
nori-assassin-cataclysm-c482d02a77ef,90,Cata Trickster,Assassin,Cataclysm,unclassified,migrated_incomplete_atree,106,0,45,0,false,true,https://wynnbuilder.github.io/builder/#CM0SVWMZBdq9NE+QkSqmX6E21G45sqSnbtZxaOynde1,https://wynnbuilder.github.io/builder/#CX0SVWMZCEfJouuh9ZZ6EqmH80YemccCSh6,,
nori-archer-spring-a848336a499a,91,Cspring Boltslinger,Archer,Spring,unclassified,current_load_failure,,,,0,false,,https://wynnbuilder.github.io/builder/#CM0vAmVWH7ZQZEQxm05gmG15am41v6v8B9N9v6v8b9I2m8FmM0GK0Y2m-yu-nPKJ0,https://wynnbuilder.github.io/builder/#CM0vAmVWH7ZQZEQxm05gmG15am41v6v8B9N9v6v8b9I2m8FmM0GK0Y2m-yu-nPKJ0,,decodeCraft is not defined
nori-archer-grandmother-1b01d71e3f65,92,ETWA Grandmother,Archer,Grandmother,unclassified,broken_current_atree,106,16,45,0.35555555555555557,false,true,https://wynnbuilder.github.io/builder/#CM0CuMSqQiu8YRnvKpYpM7M01s3oXHgc5y0T1GQV+7-ZWLD,https://wynnbuilder.github.io/builder/#CX0CuMuerOXZ8k5EdQMuirX5GWzWSOagP1UWk0OrQV+7-Z0,"ATree Error!Triple Shots: missing dep: ""Double Shots""Focus: Sharpshooter: 1 < 2Arrow Wall: not reachableImplosion: not reachableCheaper Arrow Storm I: not reachable... 8 errors not shown",
nori-archer-divzer-edb43173e284,93,Crafted Divzer Bolt,Archer,Divzer,spell_sustained,migrated_incomplete_atree,,0,45,0,false,,https://wynnbuilder.github.io/builder/#CMG48gaZ8Q8l8l8lKd81NgJO1aEvoPjob71C9C92Ai92A2AW9IG4mama8emc8e8e0c81WX92OIOI4KOJ4K4KwIa0wqSn3q50Q60yFtFhEXXV,https://wynnbuilder.github.io/builder/#CXG48gaZ8Q8l8l8lKd81PKdm28TI6drAPy8W9X9HGXDHGHG1CH2Y0c4c415s41515m490CCH0J2JYW2RYWYWINY4GdcCy0T1Wc1Gr0,,decodeCraft is not defined
nori-archer-stratiformis-31e50380c86e,94,Stratiformis Boltslinger,Archer,Stratiformis,spell_sustained|lootrun,broken_current_atree,106,42,45,0.9333333333333333,false,false,https://wynnbuilder.github.io/builder/#CM0vA6TImjxuYRqvF7oZn05AeW46Ctip3q60g2y6WC2yVuzZpg7c0,https://wynnbuilder.github.io/builder/#CX0vAEvaWReZBkJE-vGUC6eG15amWvcXy0j1Wg0l18ZGr+Fy+nPr33,"ATree Error!Ivyroot Mamba: missing dep: ""Bryophyte Roots""Twain's Arc: missing dep: ""Focus""Scorched Earth: missing dep: ""Fire Creep""",
nori-archer-labyrinth-10df2ec0fc41,95,Laby Trapper ETF,Archer,Labyrinth,spell_sustained,broken_current_atree,106,12,45,0.26666666666666666,false,true,https://wynnbuilder.github.io/builder/#CM0yzMSqQiu0uPn9KphpZ3USmq2QdG8lN7p20j7kcBDRyY4,https://wynnbuilder.github.io/builder/#CX0yzMuerOX3Wd5EXQgvyuW77CjWs94ohcZP1eQj7kcBD1,"ATree Error!Bryophyte Roots: Trapper: 0 < 1Basaltic Trap: not reachableArrow Wall: not reachableImplosion: not reachablePatient Hunter: missing dep: ""Basaltic Trap""... 6 errors not shown",
nori-archer-epoch-e545670f4619,96,Epoch Tierstack,Archer,Epoch,tierstack,broken_current_atree,,21,45,0.4666666666666667,false,,https://wynnbuilder.github.io/builder/#CMG4KZSOWcKQWcWcec81NEGKsT2pixuhPtHTI4mcucmcuc4bid0d81H0RYR2RYRIKoUYPY4W4EynTnPU0G-ZFEpkEz1,https://wynnbuilder.github.io/builder/#CXG4KZSOWcKQWcWcec81PSWeCq9CpG7VD3TKd41i9k9i9k9H9x9m9IG4mcucmcuc4bidOc818X3VSPuCF0gM-ZFE3,"ATree Error!Power Shots: blocked by: ""Double Shots""",decodeCraft is not defined
nori-archer-freedom-ae8aaf36c892,97,Freedom Bolt/Trapper Rainbow,Archer,Freedom,spell_sustained|lootrun,broken_current_atree,106,31,45,0.6888888888888889,false,true,https://wynnbuilder.github.io/builder/#CM0Ec657rCxQEkukKEX765d1A4GXYT8X1GDZAFGR08FGU0b1s6m-l-imWeV,https://wynnbuilder.github.io/builder/#CX0EcE9EgP6gvuYBZo9ym9nPW21KeO7IO0Kp9b7eD0a78FWo0R3gs-l-imWe3,"ATree Error!Power Shots: blocked by: ""Double Shots""Initiator: missing dep: ""Focus""Cheaper Escape II: not reachableMana Trap: Trapper: 2 < 6Call of the Hound: not reachable",
nori-archer-spring-3b4d2f4e7a3a,98,Spring Bolt/Trapper ETW,Archer,Spring,spell_sustained|lootrun,current_load_failure,121,,,0,false,true,https://wynnbuilder.github.io/builder/#CM0626TudDwivQq9ymepM7M0156ypXkcHUWf0Gc0W-bzdfMYx0,https://wynnbuilder.github.io/builder/#CM0626TudDwivQq9ymepM7M0156ypXkcHUWf0Gc0W-bzdfMYx0,,
nori-archer-grandmother-5ac839960543,99,Grandmother Trapper ETF,Archer,Grandmother,spell_sustained,broken_current_atree,,36,45,0.8,false,,https://wynnbuilder.github.io/builder/#CM0yzGO1HWHIEIE2foZoZ2RY40iFYWm4pamamamam4u49822JCJ2J2J2J2JWJaW88CnC9C9C9C9CnCH2YWm4pamamamamau49WKDluo-uwNRqu5a0,https://wynnbuilder.github.io/builder/#CX0yzGO1HWHIEIE2foZoZ2RY40iFYWm4pamamamam4u49822JCJ2J2J2J2JWJaW88CnC9C9C9C9CnCH2YWm4pamamamamau49WKDrmjQ-ZhVjHZ3,"ATree Error!Power Shots: blocked by: ""Double Shots""Courier's Edict: missing dep: ""Fierce Stomp""Parting Gift: not reachable",decodeCraft is not defined
nori-archer-divzer-4dcd325bcc4a,100,DPS Divzer,Archer,Divzer,unclassified,migrated_incomplete_atree,,26,45,0.5777777777777777,false,,https://wynnbuilder.github.io/builder/#CM0G7GO1aE1hL41c92A2A2A2Ai9m99G4Oc8e8e8e8emc0da0WX92CJ4K4K4K4KOJYJI0wqSnb-Pt7dBz1X1,https://wynnbuilder.github.io/builder/#CX0G7GO1aE1hL41c92A2A2A2Ai9m99G4Oc8e8e8e8emc0da0WX92CJ4K4K4K4KOJYJI0wqaXRr+dTVS0,,decodeCraft is not defined
nori-warrior-alkatraz-f74531cb245d,101,LI Alkatraz,Warrior,Alkatraz,tierstack,broken_current_atree,,12,45,0.26666666666666666,false,,https://wynnbuilder.github.io/builder/#CMG48gOaSOyaKZOhec81BEPxMy8GFv9X9nIf6vEXDH2MSyriuOe82QHSJIJcEIJcEWJa0AeG66eq8GM0Wy-o-pl9-mx-t1,https://wynnbuilder.github.io/builder/#CXG48gOaSOyaKZOhec81BSosjmZ0zad4c4BbQax4s49OXZlc5E6AYWM4taqafZqaf3u49W2AaX1AD2a508-ly-LxtaV,"ATree Error!Tougher Skin: blocked by: ""Vehement""War Scream: not reachableFire Mastery: not reachableQuadruple Bash: not reachableFlaming Uppercut: not reachable",decodeCraft is not defined
