scope,group,roll_profile,build_count,metric,n,min,p10,p25,median,p75,p90,max,mean,sample_sd,mad
archetype_class,Fallen:warrior,median,9,main_attack_dps,9,1111.9235,1598.9109,2206.7494,3905.924,6741.7688,16540.728,22262.8222,6693.2164,7243.875,2185.2662
archetype_class,Fallen:warrior,median,9,spell_display_avg_max,9,18965.6035,21991.4977,26035.9377,33160.6115,44541.2208,48313.5278,50260.4135,34543.2333,11198.339,10412.6403
archetype_class,Fallen:warrior,median,9,spell_display_avg_sum,9,49268.4721,53939.8093,63073.545,70594.4126,85227.6756,89122.2725,89732.5788,70848.3043,14652.9679,14633.263
archetype_class,Fallen:warrior,median,9,heal_pct,9,-10,-2,0,0,0,1.4,7,-0.3333,4.3012,0
archetype_class,Fallen:warrior,median,9,skill_points_assigned,9,158,163.6,186,192,196,198.4,200,186.3333,14.7986,6
class,warrior,upper_quartile_proxy,12,total_hp,12,6184,7082,8837,12072.5,15272.5,16570,18060,12061.25,3907.9679,3304.5
class,warrior,upper_quartile_proxy,12,ehp,12,6910,11388.4069,16460.105,26657.0279,34519.7909,35651.9878,58121.7663,26366.5026,13799.9012,8541.985
class,warrior,upper_quartile_proxy,12,ehp_no_agi,12,6910,9262.4784,11135,14485.8333,27466.7786,33842.765,58121.7663,21284.9571,14897.2459,6486.9564
class,warrior,upper_quartile_proxy,12,hpr,12,-90.09,0,0,0,437.75,1393.4,2017.5,383.2425,676.5371,45.045
class,warrior,upper_quartile_proxy,12,ehpr,12,-131.2585,0,0,0,959.5749,3185.6545,6599.3746,1039.2998,2014.8433,65.6293
class,warrior,upper_quartile_proxy,12,ls,12,-276,-276,-228,0,155.75,603.5,1733,123.5,573.8856,216.5
class,warrior,upper_quartile_proxy,12,effective_ls,12,-533.8312,-508.5316,-450.5694,0,271.8081,631.553,5577.2437,389.5359,1679.9004,462.3508
class,warrior,upper_quartile_proxy,12,mr,12,-115,-41.5,-23.5,-4.5,18.75,37.2,81,-5.5833,47.9914,21.5
class,warrior,upper_quartile_proxy,12,total_mr,12,-90,-16.5,1.5,20.5,43.75,62.2,106,19.4167,47.9914,21.5
class,warrior,upper_quartile_proxy,12,ms,12,-16,-6.9,-1.5,6,12,12.9,20,4.25,10.4109,6
class,warrior,upper_quartile_proxy,12,mana_per_hit,12,-6.4257,-0.9714,-0.2333,0.7527,2.2796,5.5608,8.4967,1.1932,3.6912,1.5419
class,warrior,upper_quartile_proxy,12,total_mana,12,100,130.5,135.75,146,161.75,242,260,160.5833,47.6168,10.5
class,warrior,upper_quartile_proxy,12,walk_speed,12,4,5,7.25,59.5,97.5,140.4,192,65.6667,61.8375,50
class,warrior,upper_quartile_proxy,12,attack_tier,12,-49,-1.8,0,0,0,0,6,-3.75,14.3725,0
class,warrior,upper_quartile_proxy,12,attacks_per_second,12,0.51,0.542,1.3325,2.05,3.1,3.1,4.3,2.1333,1.1687,1.05
class,warrior,upper_quartile_proxy,12,poison,12,0,0,0,0,5275,11906.5,12539,3127,5051.5542,0
class,warrior,upper_quartile_proxy,12,main_attack_range_pct,12,0,0,0,0,0,0,32,2.6667,9.2376,0
class,warrior,upper_quartile_proxy,12,main_attack_range_blocks,12,1,1.1,2,2,2,2,2.64,1.8867,0.4528,0
class,warrior,upper_quartile_proxy,12,main_attack_dps,12,1.9856,1094.2976,1297.547,2476.7066,6185.4842,16527.5809,27382.202,6045.9905,8222.5359,1486.9951
class,warrior,upper_quartile_proxy,12,spell_display_avg_max,12,10395.6439,18270.4216,20701.2722,31803.4286,43274.516,52215.0737,55220.3616,32611.4103,14532.917,11146.2728
class,warrior,upper_quartile_proxy,12,spell_display_avg_sum,12,25639.7599,52911.4553,59330.9207,70621.5329,82405.4196,97291.8345,100564.3315,70593.8828,21288.5851,13096.9185
class,warrior,upper_quartile_proxy,12,heal_pct,12,-25,-23.3,-2,0,0,9.9,17,-2.5,12.2437,0
class,warrior,upper_quartile_proxy,12,skill_points_assigned,12,158,165.9,179.25,190.5,193,197.8,200,185.25,13.2811,6.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,total_hp,2,6184,6689.1,7446.75,8709.5,9972.25,10729.9,11235,8709.5,3571.5964,2525.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,ehp,2,16369.0693,16754.9893,17333.8692,18298.6692,19263.4691,19842.349,20228.269,18298.6692,2728.8663,1929.5999
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,ehp_no_agi,2,11235,11332.52,11478.8001,11722.6002,11966.4003,12112.6804,12210.2004,11722.6002,689.5708,487.6002
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,hpr,2,-90.09,120.669,436.8075,963.705,1490.6025,1806.741,2017.5,963.705,1490.2912,1053.795
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,ehpr,2,-131.2585,541.8048,1551.3998,3234.0581,4916.7163,5926.3113,6599.3746,3234.0581,4759.2763,3365.3166
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,ls,2,0,13.4,33.5,67,100.5,120.6,134,67,94.7523,67
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,effective_ls,2,0,19.5234,48.8085,97.6171,146.4256,175.7107,195.2341,97.6171,138.0514,97.6171
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,mr,2,0,1.5,3.75,7.5,11.25,13.5,15,7.5,10.6066,7.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,total_mr,2,25,26.5,28.75,32.5,36.25,38.5,40,32.5,10.6066,7.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,ms,2,-7,-6.3,-5.25,-3.5,-1.75,-0.7,0,-3.5,4.9497,3.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,mana_per_hit,2,-0.9333,-0.84,-0.7,-0.4666,-0.2333,-0.0933,0,-0.4666,0.6599,0.4667
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,total_mana,2,100,103.9,109.75,119.5,129.25,135.1,139,119.5,27.5772,19.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,walk_speed,2,21,23.6,27.5,34,40.5,44.4,47,34,18.3848,13
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,attack_tier,2,0,0.6,1.5,3,4.5,5.4,6,3,4.2426,3
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,attacks_per_second,2,2.5,2.68,2.95,3.4,3.85,4.12,4.3,3.4,1.2728,0.9
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,poison,2,0,420,1050,2100,3150,3780,4200,2100,2969.8485,2100
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,main_attack_range_pct,2,0,0,0,0,0,0,0,0,0,0
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,main_attack_range_blocks,2,2,2,2,2,2,2,2,2,0,0
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,main_attack_dps,2,1091.1237,2735.8924,5203.0454,9314.9672,13426.8889,15894.0419,17538.8106,9314.9672,11630.2709,8223.8435
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,spell_display_avg_max,2,10395.6439,11430.6184,12983.0801,15570.5163,18157.9524,19710.4141,20745.3886,15570.5163,7318.3747,5174.8724
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,spell_display_avg_sum,2,25639.7599,28466.9841,32707.8203,39775.8808,46843.9412,51084.7774,53912.0016,39775.8808,19991.4938,14136.1209
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,heal_pct,2,0,1.7,4.25,8.5,12.75,15.3,17,8.5,12.0208,8.5
family_class,family_cancelstack:warrior,upper_quartile_proxy,2,skill_points_assigned,2,174,175.8,178.5,183,187.5,190.2,192,183,12.7279,9
archetype,Fallen,upper_quartile_proxy,9,total_hp,9,6910,8286,8906,11235,13535,16220,18060,11864.5556,3582.2602,2329
archetype,Fallen,upper_quartile_proxy,9,ehp,9,6910,10050,16369.0693,26179.0053,29249.2719,40236.5385,58121.7663,25228.3161,15456.7056,9688.5551
archetype,Fallen,upper_quartile_proxy,9,ehp_no_agi,9,6910,8652.203,10835,14190.9258,25099.3531,31935.0661,58121.7663,19516.5479,15884.1012,5103.172
archetype,Fallen,upper_quartile_proxy,9,hpr,9,-90.09,-18.018,0,0,0,312.8,430,69.2678,169.6343,0
archetype,Fallen,upper_quartile_proxy,9,ehpr,9,-131.2585,-26.2517,0,0,0,709.0103,975.828,165.2084,376.8922,0
archetype,Fallen,upper_quartile_proxy,9,ls,9,-276,-276,-276,0,221,863.4,1733,211.7778,643.4557,276
archetype,Fallen,upper_quartile_proxy,9,effective_ls,9,-533.8312,-515.602,-276,0,501.5302,1632.2487,5577.2437,622.1258,1902.3527,501.5302
archetype,Fallen,upper_quartile_proxy,9,mr,9,-115,-57.4,-28,-14,-4,6,30,-22.3333,40.2958,14
archetype,Fallen,upper_quartile_proxy,9,total_mr,9,-90,-32.4,-3,11,21,31,55,2.6667,40.2958,14
archetype,Fallen,upper_quartile_proxy,9,ms,9,-16,-8,0,9,12,14.4,20,5.1111,11.073,6
archetype,Fallen,upper_quartile_proxy,9,mana_per_hit,9,-6.4257,-2.0656,0,1.1828,2.6667,6.4053,8.4967,1.4778,4.2223,1.4839
archetype,Fallen,upper_quartile_proxy,9,total_mana,9,100,124,135,142,151,160.6,179,142.1111,21.5142,9
archetype,Fallen,upper_quartile_proxy,9,walk_speed,9,5,5,21,88,108,153.6,192,81,63.7083,56
archetype,Fallen,upper_quartile_proxy,9,attack_tier,9,-49,-11.4,0,0,0,1.2,6,-5,16.6433,0
archetype,Fallen,upper_quartile_proxy,9,attacks_per_second,9,0.51,0.51,0.83,2.05,3.1,3.34,4.3,2.1111,1.3634,1.05
archetype,Fallen,upper_quartile_proxy,9,poison,9,0,0,0,0,8500,12335.8,12539,4169.3333,5495.3126,0
archetype,Fallen,upper_quartile_proxy,9,main_attack_range_pct,9,0,0,0,0,0,6.4,32,3.5556,10.6667,0
archetype,Fallen,upper_quartile_proxy,9,main_attack_range_blocks,9,2,2,2,2,2,2.128,2.64,2.0711,0.2133,0
archetype,Fallen,upper_quartile_proxy,9,main_attack_dps,9,1355.7751,1744.9771,2375.3354,4065.1139,7426.5136,19507.4889,27382.202,7815.1015,8875.707,2222.8363
archetype,Fallen,upper_quartile_proxy,9,spell_display_avg_max,9,20745.3886,23738.1497,29951.2133,35527.3022,48698.948,53128.6758,55220.3616,38039.7027,12280.3156,11040.9622
archetype,Fallen,upper_quartile_proxy,9,spell_display_avg_sum,9,53912.0016,59692.182,68663.8858,75342.8922,93739.9951,98262.0529,100564.3315,78028.136,16328.7849,14205.6651
archetype,Fallen,upper_quartile_proxy,9,heal_pct,9,-8,-1.6,0,0,0,2.2,11,0.3333,4.7958,0
archetype,Fallen,upper_quartile_proxy,9,skill_points_assigned,9,158,163.6,186,192,196,198.4,200,186.3333,14.7986,6
archetype_class,Fallen:warrior,upper_quartile_proxy,9,total_hp,9,6910,8286,8906,11235,13535,16220,18060,11864.5556,3582.2602,2329
archetype_class,Fallen:warrior,upper_quartile_proxy,9,ehp,9,6910,10050,16369.0693,26179.0053,29249.2719,40236.5385,58121.7663,25228.3161,15456.7056,9688.5551
archetype_class,Fallen:warrior,upper_quartile_proxy,9,ehp_no_agi,9,6910,8652.203,10835,14190.9258,25099.3531,31935.0661,58121.7663,19516.5479,15884.1012,5103.172
archetype_class,Fallen:warrior,upper_quartile_proxy,9,hpr,9,-90.09,-18.018,0,0,0,312.8,430,69.2678,169.6343,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,ehpr,9,-131.2585,-26.2517,0,0,0,709.0103,975.828,165.2084,376.8922,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,ls,9,-276,-276,-276,0,221,863.4,1733,211.7778,643.4557,276
archetype_class,Fallen:warrior,upper_quartile_proxy,9,effective_ls,9,-533.8312,-515.602,-276,0,501.5302,1632.2487,5577.2437,622.1258,1902.3527,501.5302
archetype_class,Fallen:warrior,upper_quartile_proxy,9,mr,9,-115,-57.4,-28,-14,-4,6,30,-22.3333,40.2958,14
archetype_class,Fallen:warrior,upper_quartile_proxy,9,total_mr,9,-90,-32.4,-3,11,21,31,55,2.6667,40.2958,14
archetype_class,Fallen:warrior,upper_quartile_proxy,9,ms,9,-16,-8,0,9,12,14.4,20,5.1111,11.073,6
archetype_class,Fallen:warrior,upper_quartile_proxy,9,mana_per_hit,9,-6.4257,-2.0656,0,1.1828,2.6667,6.4053,8.4967,1.4778,4.2223,1.4839
archetype_class,Fallen:warrior,upper_quartile_proxy,9,total_mana,9,100,124,135,142,151,160.6,179,142.1111,21.5142,9
archetype_class,Fallen:warrior,upper_quartile_proxy,9,walk_speed,9,5,5,21,88,108,153.6,192,81,63.7083,56
archetype_class,Fallen:warrior,upper_quartile_proxy,9,attack_tier,9,-49,-11.4,0,0,0,1.2,6,-5,16.6433,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,attacks_per_second,9,0.51,0.51,0.83,2.05,3.1,3.34,4.3,2.1111,1.3634,1.05
archetype_class,Fallen:warrior,upper_quartile_proxy,9,poison,9,0,0,0,0,8500,12335.8,12539,4169.3333,5495.3126,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,main_attack_range_pct,9,0,0,0,0,0,6.4,32,3.5556,10.6667,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,main_attack_range_blocks,9,2,2,2,2,2,2.128,2.64,2.0711,0.2133,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,main_attack_dps,9,1355.7751,1744.9771,2375.3354,4065.1139,7426.5136,19507.4889,27382.202,7815.1015,8875.707,2222.8363
archetype_class,Fallen:warrior,upper_quartile_proxy,9,spell_display_avg_max,9,20745.3886,23738.1497,29951.2133,35527.3022,48698.948,53128.6758,55220.3616,38039.7027,12280.3156,11040.9622
archetype_class,Fallen:warrior,upper_quartile_proxy,9,spell_display_avg_sum,9,53912.0016,59692.182,68663.8858,75342.8922,93739.9951,98262.0529,100564.3315,78028.136,16328.7849,14205.6651
archetype_class,Fallen:warrior,upper_quartile_proxy,9,heal_pct,9,-8,-1.6,0,0,0,2.2,11,0.3333,4.7958,0
archetype_class,Fallen:warrior,upper_quartile_proxy,9,skill_points_assigned,9,158,163.6,186,192,196,198.4,200,186.3333,14.7986,6
class,warrior,solver_default,12,total_hp,12,6251,7313,9033.5,12072.5,15272.5,16570,18060,12117,3843.0484,3165
class,warrior,solver_default,12,ehp,12,7150,11388.4069,16754.5112,26892.8481,34519.7909,35651.9878,58121.7663,26476.7812,13738.0957,8306.1647
class,warrior,solver_default,12,ehp_no_agi,12,7150,9404.6392,11135,14661.755,27466.7786,33842.765,58121.7663,21358.4646,14843.5328,6463.8999
class,warrior,solver_default,12,hpr,12,-83.52,0,0,0,510.75,1531.5,2283.15,431.4692,757.4942,41.76
class,warrior,solver_default,12,ehpr,12,-121.6862,0,0,0,1131.3833,3497.9293,7468.3332,1169.1797,2266.8782,60.8431
class,warrior,solver_default,12,ls,12,-256,-256,-211.75,0,179.75,661.4,1898,153.75,616.2991,219.5
class,warrior,solver_default,12,effective_ls,12,-495.1478,-471.7645,-418.6895,0,311.0405,692.1187,6108.2565,459.3889,1822.5957,429.6373
class,warrior,solver_default,12,mr,12,-95,-38.4,-21,-2,24,42.3,96,0.3333,47.2293,22
class,warrior,solver_default,12,total_mr,12,-70,-13.4,4,23,49,67.3,121,25.3333,47.2293,22
class,warrior,solver_default,12,ms,12,-13,-5.7,-0.75,9,15.25,16,21,6.4167,10.6469,8
class,warrior,solver_default,12,mana_per_hit,12,-5.2209,-0.7688,-0.1219,1.0215,2.5825,9.1791,10.4575,1.9634,4.3825,1.373
class,warrior,solver_default,12,total_mana,12,100,135.1,136,146,164.25,260.1,279,165.3333,54.3947,10
class,warrior,solver_default,12,walk_speed,12,5,6.2,8.75,62.5,103,143.8,202,69.3333,64.1834,53
class,warrior,solver_default,12,attack_tier,12,-49,-1.8,0,0,0,0,6,-3.75,14.3725,0
class,warrior,solver_default,12,attacks_per_second,12,0.51,0.542,1.3325,2.05,3.1,3.1,4.3,2.1333,1.1687,1.05
class,warrior,solver_default,12,poison,12,0,0,0,0,5575,12480.7,13455,3289.8333,5322.1229,0
class,warrior,solver_default,12,main_attack_range_pct,12,0,0,0,0,0,0,35,2.9167,10.1036,0
class,warrior,solver_default,12,main_attack_range_blocks,12,1,1.1,2,2,2,2,2.7,1.8917,0.4621,0
class,warrior,solver_default,12,main_attack_dps,12,114.2122,1146.2515,1379.9945,2560.9096,6500.6775,17414.0855,29486.6806,6398.0424,8816.5462,1489.0509
class,warrior,solver_default,12,spell_display_avg_max,12,11007.9089,19330.1238,21800.2708,33227.972,44905.1843,54076.6378,57013.422,33894.3554,14927.4357,11529.2703
class,warrior,solver_default,12,spell_display_avg_sum,12,27111.8443,55842.7484,61501.0066,73541.3629,85599.5447,100474.4627,104234.7622,73419.4022,21813.3556,13921.5462
class,warrior,solver_default,12,heal_pct,12,-24,-22.4,-2,0,0,11.7,19,-2,12.4243,0
class,warrior,solver_default,12,skill_points_assigned,12,158,165.9,179.25,190.5,193,197.8,200,185.25,13.2811,6.5
family_class,family_cancelstack:warrior,solver_default,2,total_hp,2,6251,6749.4,7497,8743,9989,10736.6,11235,8743,3524.2202,2492
family_class,family_cancelstack:warrior,solver_default,2,ehp,2,16369.0693,16776.9054,17388.6596,18408.2499,19427.8401,20039.5943,20447.4304,18408.2499,2883.8368,2039.1806
family_class,family_cancelstack:warrior,solver_default,2,ehp_no_agi,2,11235,11345.7491,11511.8727,11788.7454,12065.6181,12231.7417,12342.4908,11788.7454,783.1143,553.7454
family_class,family_cancelstack:warrior,solver_default,2,hpr,2,-83.52,153.147,508.1475,1099.815,1691.4825,2046.483,2283.15,1099.815,1673.4884,1183.335
family_class,family_cancelstack:warrior,solver_default,2,ehpr,2,-121.6862,637.3157,1775.8187,3673.3235,5570.8284,6709.3313,7468.3332,3673.3235,5366.9542,3795.0097
family_class,family_cancelstack:warrior,solver_default,2,ls,2,0,15.9,39.75,79.5,119.25,143.1,159,79.5,112.43,79.5
family_class,family_cancelstack:warrior,solver_default,2,effective_ls,2,0,23.1658,57.9146,115.8292,173.7438,208.4926,231.6584,115.8292,163.8072,115.8292
family_class,family_cancelstack:warrior,solver_default,2,mr,2,0,2,5,10,15,18,20,10,14.1421,10
family_class,family_cancelstack:warrior,solver_default,2,total_mr,2,25,27,30,35,40,43,45,35,14.1421,10
family_class,family_cancelstack:warrior,solver_default,2,ms,2,-6,-5.4,-4.5,-3,-1.5,-0.6,0,-3,4.2426,3
family_class,family_cancelstack:warrior,solver_default,2,mana_per_hit,2,-0.8,-0.72,-0.6,-0.4,-0.2,-0.08,0,-0.4,0.5657,0.4
family_class,family_cancelstack:warrior,solver_default,2,total_mana,2,100,104.2,110.5,121,131.5,137.8,142,121,29.6985,21
family_class,family_cancelstack:warrior,solver_default,2,walk_speed,2,23,25.6,29.5,36,42.5,46.4,49,36,18.3848,13
family_class,family_cancelstack:warrior,solver_default,2,attack_tier,2,0,0.6,1.5,3,4.5,5.4,6,3,4.2426,3
family_class,family_cancelstack:warrior,solver_default,2,attacks_per_second,2,2.5,2.68,2.95,3.4,3.85,4.12,4.3,3.4,1.2728,0.9
family_class,family_cancelstack:warrior,solver_default,2,poison,2,0,460,1150,2300,3450,4140,4600,2300,3252.6912,2300
family_class,family_cancelstack:warrior,solver_default,2,main_attack_range_pct,2,0,0,0,0,0,0,0,0,0,0
family_class,family_cancelstack:warrior,solver_default,2,main_attack_range_blocks,2,2,2,2,2,2,2,2,2,0,0
family_class,family_cancelstack:warrior,solver_default,2,main_attack_dps,2,1143.2477,2878.6079,5481.6483,9820.0488,14158.4494,16761.4897,18496.8499,9820.0488,12270.8498,8676.8011
family_class,family_cancelstack:warrior,solver_default,2,spell_display_avg_max,2,11007.9089,12056.6744,13629.8226,16251.7363,18873.6499,20446.7981,21495.5636,16251.7363,7415.8918,5243.8274
family_class,family_cancelstack:warrior,solver_default,2,spell_display_avg_sum,2,27111.8443,29986.4036,34298.2424,41484.6406,48671.0387,52982.8776,55857.4368,41484.6406,20326.2034,14372.7963
family_class,family_cancelstack:warrior,solver_default,2,heal_pct,2,0,1.9,4.75,9.5,14.25,17.1,19,9.5,13.435,9.5
family_class,family_cancelstack:warrior,solver_default,2,skill_points_assigned,2,174,175.8,178.5,183,187.5,190.2,192,183,12.7279,9
archetype,Fallen,solver_default,9,total_hp,9,7150,8454,9118,11235,13535,16220,18060,11931.4444,3502.5437,2300
archetype,Fallen,solver_default,9,ehp,9,7150,10098,16369.0693,26179.0053,29249.2719,40236.5385,58121.7663,25351.003,15401.7958,9586.2262
archetype,Fallen,solver_default,9,ehp_no_agi,9,7150,8826.5682,10835,14190.9258,25099.3531,31935.0661,58121.7663,19599.8589,15834.7047,4945.2156
archetype,Fallen,solver_default,9,hpr,9,-83.52,-16.704,0,0,0,328.8,496,77.72,187.4156,0
archetype,Fallen,solver_default,9,ehpr,9,-121.6862,-24.3372,0,0,0,745.3097,1125.6063,183.7951,418.4163,0
archetype,Fallen,solver_default,9,ls,9,-256,-256,-256,0,242,946,1898,248.7778,691.6563,256
archetype,Fallen,solver_default,9,effective_ls,9,-495.1478,-478.2396,-256,0,549.1869,1788.0513,6108.2565,707.9935,2067.3484,474.0125
archetype,Fallen,solver_default,9,mr,9,-95,-51,-24,-12,0,10.4,36,-17.2222,36.0617,12
archetype,Fallen,solver_default,9,total_mr,9,-70,-26,1,13,25,35.4,61,7.7778,36.0617,12
archetype,Fallen,solver_default,9,ms,9,-13,-5,0,13,16,17,21,7.8889,11.1853,7
archetype,Fallen,solver_default,9,mana_per_hit,9,-5.2209,-1.4344,0,1.3978,3.5556,9.9346,10.4575,2.4899,4.9659,1.8856
archetype,Fallen,solver_default,9,total_mana,9,100,128,136,142,151,162.6,189,143.8889,23.4598,8
archetype,Fallen,solver_default,9,walk_speed,9,6,7.6,23,93,115,158,202,85.4444,65.9415,54
archetype,Fallen,solver_default,9,attack_tier,9,-49,-11.4,0,0,0,1.2,6,-5,16.6433,0
archetype,Fallen,solver_default,9,attacks_per_second,9,0.51,0.51,0.83,2.05,3.1,3.34,4.3,2.1111,1.3634,1.05
archetype,Fallen,solver_default,9,poison,9,0,0,0,0,8500,13029.4,13455,4386.4444,5790.9725,0
archetype,Fallen,solver_default,9,main_attack_range_pct,9,0,0,0,0,0,7,35,3.8889,11.6667,0
archetype,Fallen,solver_default,9,main_attack_range_blocks,9,2,2,2,2,2,2.14,2.7,2.0778,0.2333,0
archetype,Fallen,solver_default,9,main_attack_dps,9,1448.8975,1801.6141,2427.6553,4121.3494,7669.2062,20694.816,29486.6806,8260.6404,9548.7266,2231.5562
archetype,Fallen,solver_default,9,spell_display_avg_max,9,21495.5636,24428.5419,31565.5229,36501.3007,50663.246,54967.4072,57013.422,39414.7774,12698.6375,11339.5142
archetype,Fallen,solver_default,9,spell_display_avg_sum,9,55857.4368,61877.2446,70584.066,77289.457,97052.3109,101530.7139,104234.7622,80837.283,16871.4647,13907.2605
archetype,Fallen,solver_default,9,heal_pct,9,-8,-1.6,0,0,0,2.6,13,0.5556,5.3645,0
archetype,Fallen,solver_default,9,skill_points_assigned,9,158,163.6,186,192,196,198.4,200,186.3333,14.7986,6
archetype_class,Fallen:warrior,solver_default,9,total_hp,9,7150,8454,9118,11235,13535,16220,18060,11931.4444,3502.5437,2300
archetype_class,Fallen:warrior,solver_default,9,ehp,9,7150,10098,16369.0693,26179.0053,29249.2719,40236.5385,58121.7663,25351.003,15401.7958,9586.2262
archetype_class,Fallen:warrior,solver_default,9,ehp_no_agi,9,7150,8826.5682,10835,14190.9258,25099.3531,31935.0661,58121.7663,19599.8589,15834.7047,4945.2156
archetype_class,Fallen:warrior,solver_default,9,hpr,9,-83.52,-16.704,0,0,0,328.8,496,77.72,187.4156,0
archetype_class,Fallen:warrior,solver_default,9,ehpr,9,-121.6862,-24.3372,0,0,0,745.3097,1125.6063,183.7951,418.4163,0
archetype_class,Fallen:warrior,solver_default,9,ls,9,-256,-256,-256,0,242,946,1898,248.7778,691.6563,256
archetype_class,Fallen:warrior,solver_default,9,effective_ls,9,-495.1478,-478.2396,-256,0,549.1869,1788.0513,6108.2565,707.9935,2067.3484,474.0125
archetype_class,Fallen:warrior,solver_default,9,mr,9,-95,-51,-24,-12,0,10.4,36,-17.2222,36.0617,12
archetype_class,Fallen:warrior,solver_default,9,total_mr,9,-70,-26,1,13,25,35.4,61,7.7778,36.0617,12
archetype_class,Fallen:warrior,solver_default,9,ms,9,-13,-5,0,13,16,17,21,7.8889,11.1853,7
archetype_class,Fallen:warrior,solver_default,9,mana_per_hit,9,-5.2209,-1.4344,0,1.3978,3.5556,9.9346,10.4575,2.4899,4.9659,1.8856
archetype_class,Fallen:warrior,solver_default,9,total_mana,9,100,128,136,142,151,162.6,189,143.8889,23.4598,8
archetype_class,Fallen:warrior,solver_default,9,walk_speed,9,6,7.6,23,93,115,158,202,85.4444,65.9415,54
archetype_class,Fallen:warrior,solver_default,9,attack_tier,9,-49,-11.4,0,0,0,1.2,6,-5,16.6433,0
archetype_class,Fallen:warrior,solver_default,9,attacks_per_second,9,0.51,0.51,0.83,2.05,3.1,3.34,4.3,2.1111,1.3634,1.05
archetype_class,Fallen:warrior,solver_default,9,poison,9,0,0,0,0,8500,13029.4,13455,4386.4444,5790.9725,0
archetype_class,Fallen:warrior,solver_default,9,main_attack_range_pct,9,0,0,0,0,0,7,35,3.8889,11.6667,0
archetype_class,Fallen:warrior,solver_default,9,main_attack_range_blocks,9,2,2,2,2,2,2.14,2.7,2.0778,0.2333,0
archetype_class,Fallen:warrior,solver_default,9,main_attack_dps,9,1448.8975,1801.6141,2427.6553,4121.3494,7669.2062,20694.816,29486.6806,8260.6404,9548.7266,2231.5562
archetype_class,Fallen:warrior,solver_default,9,spell_display_avg_max,9,21495.5636,24428.5419,31565.5229,36501.3007,50663.246,54967.4072,57013.422,39414.7774,12698.6375,11339.5142
archetype_class,Fallen:warrior,solver_default,9,spell_display_avg_sum,9,55857.4368,61877.2446,70584.066,77289.457,97052.3109,101530.7139,104234.7622,80837.283,16871.4647,13907.2605
archetype_class,Fallen:warrior,solver_default,9,heal_pct,9,-8,-1.6,0,0,0,2.6,13,0.5556,5.3645,0
archetype_class,Fallen:warrior,solver_default,9,skill_points_assigned,9,158,163.6,186,192,196,198.4,200,186.3333,14.7986,6
class,warrior,maximum,12,total_hp,12,6352,7659.5,9327.5,12072.5,15272.5,16570,18060,12200.5833,3747.7524,3052.5
class,warrior,maximum,12,ehp,12,7510,11388.4069,17194.7318,27246.5785,34519.7909,35651.9878,58121.7663,26642.1812,13649.1114,7952.4343
class,warrior,maximum,12,ehp_no_agi,12,7510,9617.8802,11135,14924.8077,27466.7786,33842.765,58121.7663,21468.6698,14764.4376,6428.4853
class,warrior,maximum,12,hpr,12,-72.96,0,0,0,618,1737.3,2697.3,504.945,882.9724,36.48
class,warrior,maximum,12,ehpr,12,-106.3006,0,0,0,1367.7366,3966.4978,8823.045,1367.8344,2658.9111,53.1503
class,warrior,maximum,12,ls,12,-227,-227,-188,0,216,747.3,2145,198.6667,680.6801,212
class,warrior,maximum,12,effective_ls,12,-439.0568,-418.395,-371.9323,0,370.1518,781.9537,6903.1666,563.3366,2037.4848,381.6575
class,warrior,maximum,12,mr,12,-95,-38.4,-21,-2,24,42.3,96,0.3333,47.2293,22
class,warrior,maximum,12,total_mr,12,-70,-13.4,4,23,49,67.3,121,25.3333,47.2293,22
class,warrior,maximum,12,ms,12,-13,-5.7,-0.75,9,15.25,16,21,6.4167,10.6469,8
class,warrior,maximum,12,mana_per_hit,12,-5.2209,-0.7688,-0.1219,1.0215,2.5825,9.1791,10.4575,1.9634,4.3825,1.373
